,prop_id,year,date,week,team1,team2,spread,team1_pick_pct,team2_pick_pct,score1,score2,winner,spread_winner
69,dc224200-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Packers,Bengals,3.5,0.7214108262870003,0.2785891737129998,25.0,22.0,Packers,Bengals
70,dc229020-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Lions,Vikings,-7.5,0.4663875865148471,0.533612413485153,17.0,19.0,Vikings,Lions
71,dc243dd0-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:00:00,5,Patriots,Texans,9.5,0.5390575142470079,0.4609424857529921,25.0,22.0,Patriots,Texans
72,dc22de40-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:06:00,5,Broncos,Steelers,-1.5,0.5356688182610055,0.46433118173899446,19.0,27.0,Steelers,Steelers
73,dc232c60-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 17:07:00,5,Dolphins,Buccaneers,-10.5,0.2922630020669236,0.7077369979330763,17.0,45.0,Buccaneers,Buccaneers
74,dc2464e0-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 20:05:00,5,Bears,Raiders,-5.5,0.27916040309559603,0.720839596904404,20.0,9.0,Bears,Bears
75,dc24b300-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 20:05:00,5,Browns,Chargers,-1.5,0.3281913530021512,0.6718086469978488,42.0,47.0,Chargers,Chargers
76,dc250120-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 20:32:00,5,Giants,Cowboys,-7.5,0.3319549249306152,0.6680450750693848,20.0,44.0,Cowboys,Cowboys
77,dc252830-efaf-11eb-b433-21a3987e0591,2021,2021-10-10 20:37:00,5,49ers,Cardinals,-5.5,0.2987613340165304,0.7012386659834696,10.0,17.0,Cardinals,Cardinals
78,dc257650-efaf-11eb-b433-21a3987e0591,2021,2021-10-11 03:16:00,5,Bills,Chiefs,-2.5,0.5560022209883398,0.4439977790116602,38.0,20.0,Bills,Bills
79,dc259d60-efaf-11eb-b433-21a3987e0591,2021,2021-10-12 00:15:00,5,Colts,Ravens,-6.5,0.2208000353704502,0.7791999646295498,25.0,31.0,Ravens,Colts
80,dc627f50-efaf-11eb-a48b-69b547e14a2f,2021,2021-10-15 00:20:00,6,Buccaneers,Eagles,6.5,0.7595867023774768,0.2404132976225232,28.0,22.0,Buccaneers,Eagles
